Location,Time,Temperature_C,Humidity_Percent,Pressure_hPa
Mumbai,2025-01-12 08:00:00,29.0,42.5577048750277,
Mumbai,2025-01-12 09:00:00,30.0,46.813294513259635,1012.2
Mumbai,2025-01-12 10:00:00,29.0,45.37427975672665,
Mumbai,2025-01-12 11:00:00,28.0,48.08838553713478,
Mumbai,2025-01-12 12:00:00,27.6,52.79005868609021,1011.6
Mumbai,2025-01-12 13:00:00,26.0,54.08337422022996,
Mumbai,2025-01-12 14:00:00,26.0,57.63433267904622,
Mumbai,2025-01-12 15:00:00,25.0,59.62894557326245,1013.1
Mumbai,2025-01-12 16:00:00,25.0,53.83064226424435,
Mumbai,2025-01-12 17:00:00,25.0,50.46397557709502,
Mumbai,2025-01-12 18:00:00,22.6,68.02047939216396,1013.7
Mumbai,2025-01-12 19:00:00,24.0,53.57621135443473,
Mumbai,2025-01-12 20:00:00,25.0,50.46397557709502,
Mumbai,2025-01-12 21:00:00,22.0,68.77349522244712,1012.4
Mumbai,2025-01-12 22:00:00,24.0,53.57621135443473,
Mumbai,2025-01-12 23:00:00,25.0,50.46397557709502,
Mumbai,2025-01-13 00:00:00,23.6,61.23159477777704,1011.9
Mumbai,2025-01-13 01:00:00,24.0,53.57621135443473,
Mumbai,2025-01-13 02:00:00,25.0,50.46397557709502,
Mumbai,2025-01-13 03:00:00,24.0,60.159267516551964,1013.7
Mumbai,2025-01-13 04:00:00,26.0,47.553680242907866,
Mumbai,2025-01-13 05:00:00,27.0,47.821805415300325,
Mumbai,2025-01-13 06:00:00,29.4,47.548518015880695,1013.1
Mumbai,2025-01-13 07:00:00,30.0,42.831580797851935,
Mumbai,2025-01-13 08:00:00,31.0,40.44839100350285,
Mumbai,2025-01-13 09:00:00,33.2,42.88904573295336,1009.8
Mumbai,2025-01-13 10:00:00,33.0,38.488718673594086,
Mumbai,2025-01-13 11:00:00,31.0,48.87889229893936,
Mumbai,2025-01-13 12:00:00,30.0,50.48129264923812,1009.2
Mumbai,2025-01-13 13:00:00,28.0,51.245730319258854,
Mumbai,2025-01-13 14:00:00,29.0,48.3534241765764,
Mumbai,2025-01-13 15:00:00,25.6,68.61205443506742,1010.9
Mumbai,2025-01-13 16:00:00,26.0,65.35576219694184,
Mumbai,2025-01-13 17:00:00,27.0,57.873653251263804,
Mumbai,2025-01-13 18:00:00,23.4,82.75736601112055,1012.1
Mumbai,2025-01-13 19:00:00,26.0,54.08337422022996,
Mumbai,2025-01-13 20:00:00,25.0,57.393288213137126,
Mumbai,2025-01-13 21:00:00,21.8,79.02146826646637,1011.5
Mumbai,2025-01-13 22:00:00,25.0,57.393288213137126,
Mumbai,2025-01-13 23:00:00,25.0,57.393288213137126,
Mumbai,2025-01-14 00:00:00,22.0,73.75452283587201,1011.4
Mumbai,2025-01-14 01:00:00,24.0,57.150508542239244,
Mumbai,2025-01-14 02:00:00,24.0,60.93287150821879,
Mumbai,2025-01-14 03:00:00,25.0,57.393288213137126,
Mumbai,2025-01-14 04:00:00,26.0,54.08337422022996,
Mumbai,2025-01-14 05:00:00,28.0,48.08838553713478,
Mumbai,2025-01-14 06:00:00,30.6,48.77428920867762,1013.3
Mumbai,2025-01-14 07:00:00,31.0,40.44839100350285,
Mumbai,2025-01-14 08:00:00,32.0,35.84162125657671,
Mumbai,2025-01-14 09:00:00,35.0,38.79252543220958,1010.3
Mumbai,2025-01-14 10:00:00,31.0,45.91183326611469,
Mumbai,2025-01-14 11:00:00,29.0,54.83146494452449,
Mumbai,2025-01-14 12:00:00,28.6,65.09275319702243,1010.4
Mumbai,2025-01-14 13:00:00,27.0,65.56431854728334,
Mumbai,2025-01-14 14:00:00,26.0,73.97062900551056,
Mumbai,2025-01-14 15:00:00,25.8,74.85200261699907,1012.5
Mumbai,2025-01-14 16:00:00,26.0,65.35576219694184,
Mumbai,2025-01-14 17:00:00,26.0,65.35576219694184,
Mumbai,2025-01-14 18:00:00,23.2,81.21067682976118,1013.6
Mumbai,2025-01-14 19:00:00,26.0,65.35576219694184,
Mumbai,2025-01-14 20:00:00,25.0,69.35554872897104,
Mumbai,2025-01-14 21:00:00,22.4,84.19427459892609,1012.5
Mumbai,2025-01-14 22:00:00,24.0,73.63287364526842,
Mumbai,2025-01-14 23:00:00,25.0,73.8025121880607,
Mumbai,2025-01-15 00:00:00,21.8,87.32939245060646,1012.1
Mumbai,2025-01-15 01:00:00,24.0,83.33878752130364,
Mumbai,2025-01-15 02:00:00,24.0,83.33878752130364,
